CAMPUS CORNELIO PROCOPIO
CURSO: ;Administracao - Noturno - 80 Vagas
062735;765;CLASSIFICADO
057066;765;CLASSIFICADO
011714;765;CLASSIFICADO
006045;765;CLASSIFICADO
098207;760;CLASSIFICADO
088609;760;CLASSIFICADO
051397;760;CLASSIFICADO
000376;760;CLASSIFICADO
068974;745;CLASSIFICADO
029291;745;CLASSIFICADO
023622;745;CLASSIFICADO
017953;745;CLASSIFICADO
012284;745;CLASSIFICADO
006615;745;CLASSIFICADO
000946;745;CLASSIFICADO
063037;735;CLASSIFICADO
017685;735;CLASSIFICADO
012016;735;CLASSIFICADO
006347;735;CLASSIFICADO
000678;735;CLASSIFICADO
098509;730;CLASSIFICADO
068706;730;CLASSIFICADO
057368;730;CLASSIFICADO
029432;730;CLASSIFICADO
023763;730;CLASSIFICADO
023354;730;CLASSIFICADO
018094;730;CLASSIFICADO
012425;730;CLASSIFICADO
006756;730;CLASSIFICADO
035101;720;CLASSIFICADO
098117;710;CLASSIFICADO
088519;710;CLASSIFICADO
078921;710;CLASSIFICADO
045638;710;CLASSIFICADO
068314;705;CLASSIFICADO
062645;705;CLASSIFICADO
056976;705;CLASSIFICADO
051307;705;CLASSIFICADO
005955;705;CLASSIFICADO
000286;705;CLASSIFICADO
098129;700;CLASSIFICADO
088531;700;CLASSIFICADO
078933;700;CLASSIFICADO
062657;700;CLASSIFICADO
051319;700;CLASSIFICADO
068853;695;CLASSIFICADO
068326;695;CLASSIFICADO
063184;695;CLASSIFICADO
056988;695;CLASSIFICADO
045650;695;CLASSIFICADO
023501;695;CLASSIFICADO
017832;695;CLASSIFICADO
012163;695;CLASSIFICADO
005967;695;CLASSIFICADO
000825;695;CLASSIFICADO
000298;695;CLASSIFICADO
006494;690;CLASSIFICADO
023585;685;CLASSIFICADO
012247;685;CLASSIFICADO
006578;685;CLASSIFICADO
098090;675;CLASSIFICADO
068937;675;CLASSIFICADO
068287;675;CLASSIFICADO
056949;675;CLASSIFICADO
029254;675;CLASSIFICADO
017916;675;CLASSIFICADO
000909;675;CLASSIFICADO
000259;675;CLASSIFICADO
088492;670;CLASSIFICADO
078894;670;CLASSIFICADO
062618;670;CLASSIFICADO
051280;670;CLASSIFICADO
045611;670;CLASSIFICADO
005928;670;CLASSIFICADO
040882;660;CLASSIFICADO
035213;660;CLASSIFICADO
035119;660;CLASSIFICADO
029544;660;CLASSIFICADO
029450;660;CLASSIFICADO
023875;660;CLASSIFICADO
023781;660;CLASSIFICADO
018206;660;CLASSIFICADO
018112;660;CLASSIFICADO
012537;660;CLASSIFICADO
012443;660;CLASSIFICADO
068820;650;CLASSIFICADO
063151;650;CLASSIFICADO
029400;650;CLASSIFICADO
018062;650;CLASSIFICADO
006774;650;CLASSIFICADO
000792;650;CLASSIFICADO
035107;645;CLASSIFICADO
029438;645;CLASSIFICADO
023769;645;CLASSIFICADO
018100;645;CLASSIFICADO
012431;645;CLASSIFICADO
006762;645;CLASSIFICADO
098623;640;CLASSIFICADO
097924;640;CLASSIFICADO
056783;640;CLASSIFICADO
051114;640;CLASSIFICADO
045445;640;CLASSIFICADO
035069;640;CLASSIFICADO
029363;640;CLASSIFICADO
023731;640;CLASSIFICADO
023468;640;CLASSIFICADO
018025;640;CLASSIFICADO
017799;640;CLASSIFICADO
012393;640;CLASSIFICADO
012356;640;CLASSIFICADO
012130;640;CLASSIFICADO
006724;640;CLASSIFICADO
006687;640;CLASSIFICADO
006461;640;CLASSIFICADO
000093;640;CLASSIFICADO
098218;635;CLASSIFICADO
088620;635;CLASSIFICADO
069046;635;CLASSIFICADO
068415;635;CLASSIFICADO
068140;635;CLASSIFICADO
062746;635;CLASSIFICADO
057077;635;CLASSIFICADO
056802;635;CLASSIFICADO
051408;635;CLASSIFICADO
035032;635;CLASSIFICADO
023701;635;CLASSIFICADO
023694;635;CLASSIFICADO
018032;635;CLASSIFICADO
011725;635;CLASSIFICADO
006694;635;CLASSIFICADO
006056;635;CLASSIFICADO
000387;635;CLASSIFICADO
088326;630;CLASSIFICADO
078728;630;CLASSIFICADO
068121;630;CLASSIFICADO
062452;630;CLASSIFICADO
039776;630;CLASSIFICADO
098134;625;CLASSIFICADO
088536;625;CLASSIFICADO
078938;625;CLASSIFICADO
068331;625;CLASSIFICADO
062662;625;CLASSIFICADO
056993;625;CLASSIFICADO
051324;625;CLASSIFICADO
045655;625;CLASSIFICADO
005972;625;CLASSIFICADO
000303;625;CLASSIFICADO
098396;620;CLASSIFICADO
097943;620;CLASSIFICADO
088504;620;CLASSIFICADO
088345;620;CLASSIFICADO
088293;620;CLASSIFICADO
078906;620;CLASSIFICADO
078747;620;CLASSIFICADO
069053;620;CLASSIFICADO
068593;620;CLASSIFICADO
068299;620;CLASSIFICADO
062924;620;CLASSIFICADO
062471;620;CLASSIFICADO
062419;620;CLASSIFICADO
056750;620;CLASSIFICADO
051133;620;CLASSIFICADO
051081;620;CLASSIFICADO
045623;620;CLASSIFICADO
045464;620;CLASSIFICADO
039795;620;CLASSIFICADO
035039;620;CLASSIFICADO
029370;620;CLASSIFICADO
017572;620;CLASSIFICADO
012363;620;CLASSIFICADO
005940;620;CLASSIFICADO
000271;620;CLASSIFICADO
000112;620;CLASSIFICADO
000060;620;CLASSIFICADO
098102;615;CLASSIFICADO
097908;615;CLASSIFICADO
097891;615;CLASSIFICADO
088310;615;CLASSIFICADO
078712;615;CLASSIFICADO
078695;615;CLASSIFICADO
068105;615;CLASSIFICADO
062630;615;CLASSIFICADO
062436;615;CLASSIFICADO
056961;615;CLASSIFICADO
056767;615;CLASSIFICADO
051292;615;CLASSIFICADO
051098;615;CLASSIFICADO
045429;615;CLASSIFICADO
045412;615;CLASSIFICADO
039760;615;CLASSIFICADO
039743;615;CLASSIFICADO
000077;615;CLASSIFICADO
088541;605;CLASSIFICADO
078943;605;CLASSIFICADO
056998;605;CLASSIFICADO
051329;605;CLASSIFICADO
045660;605;CLASSIFICADO
005977;605;CLASSIFICADO
000308;605;CLASSIFICADO
069041;600;CLASSIFICADO
057255;600;CLASSIFICADO
035027;600;CLASSIFICADO
029358;600;CLASSIFICADO
023689;600;CLASSIFICADO
018020;600;CLASSIFICADO
012351;600;CLASSIFICADO
011903;600;CLASSIFICADO
006682;600;CLASSIFICADO
006234;600;CLASSIFICADO
000565;600;CLASSIFICADO
098639;595;CLASSIFICADO
098139;595;CLASSIFICADO
068836;595;CLASSIFICADO
068336;595;CLASSIFICADO
063167;595;CLASSIFICADO
062667;595;CLASSIFICADO
023484;595;CLASSIFICADO
017815;595;CLASSIFICADO
012146;595;CLASSIFICADO
006477;595;CLASSIFICADO
000808;595;CLASSIFICADO
068872;590;CLASSIFICADO
063203;590;CLASSIFICADO
029189;590;CLASSIFICADO
023520;590;CLASSIFICADO
017851;590;CLASSIFICADO
012182;590;CLASSIFICADO
006513;590;CLASSIFICADO
000844;590;CLASSIFICADO
035126;585;CLASSIFICADO
029457;585;CLASSIFICADO
012450;585;CLASSIFICADO
006781;585;CLASSIFICADO
023788;580;CLASSIFICADO
023663;580;CLASSIFICADO
018119;580;CLASSIFICADO
017994;580;CLASSIFICADO
006656;580;CLASSIFICADO
098267;575;CLASSIFICADO
088669;575;CLASSIFICADO
069015;575;CLASSIFICADO
062795;575;CLASSIFICADO
057126;575;CLASSIFICADO
051457;575;CLASSIFICADO
029332;575;CLASSIFICADO
012325;575;CLASSIFICADO
011774;575;CLASSIFICADO
068464;570;CLASSIFICADO
006105;570;CLASSIFICADO
000436;570;CLASSIFICADO
017907;565;CLASSIFICADO
012238;565;CLASSIFICADO
000900;565;CLASSIFICADO
088744;555;CLASSIFICADO
068912;555;CLASSIFICADO
068539;555;CLASSIFICADO
057201;555;CLASSIFICADO
035100;555;CLASSIFICADO
018093;555;CLASSIFICADO
017891;555;CLASSIFICADO
017518;555;CLASSIFICADO
012424;555;CLASSIFICADO
006553;555;CLASSIFICADO
000511;555;CLASSIFICADO
098342;550;CLASSIFICADO
068928;550;CLASSIFICADO
062870;550;CLASSIFICADO
051532;550;CLASSIFICADO
029431;550;CLASSIFICADO
029390;550;CLASSIFICADO
029245;550;CLASSIFICADO
023762;550;CLASSIFICADO
023576;550;CLASSIFICADO
012383;550;CLASSIFICADO
011849;550;CLASSIFICADO
006755;550;CLASSIFICADO
006714;550;CLASSIFICADO
006569;550;CLASSIFICADO
006180;550;CLASSIFICADO
097913;545;CLASSIFICADO
088315;545;CLASSIFICADO
088311;545;CLASSIFICADO
078717;545;CLASSIFICADO
068110;545;CLASSIFICADO
068106;545;CLASSIFICADO
062948;545;CLASSIFICADO
062437;545;CLASSIFICADO
056768;545;CLASSIFICADO
051099;545;CLASSIFICADO
045434;545;CLASSIFICADO
045430;545;CLASSIFICADO
029229;545;CLASSIFICADO
023560;545;CLASSIFICADO
017596;545;CLASSIFICADO
012222;545;CLASSIFICADO
006258;545;CLASSIFICADO
000884;545;CLASSIFICADO
098420;540;CLASSIFICADO
097927;540;CLASSIFICADO
097909;540;CLASSIFICADO
088329;540;CLASSIFICADO
078731;540;CLASSIFICADO
078713;540;CLASSIFICADO
068617;540;CLASSIFICADO
068124;540;CLASSIFICADO
062455;540;CLASSIFICADO
062441;540;CLASSIFICADO
057279;540;CLASSIFICADO
056786;540;CLASSIFICADO
056772;540;CLASSIFICADO
051117;540;CLASSIFICADO
051103;540;CLASSIFICADO
045448;540;CLASSIFICADO
039779;540;CLASSIFICADO
039765;540;CLASSIFICADO
039761;540;CLASSIFICADO
035059;540;CLASSIFICADO
023721;540;CLASSIFICADO
018052;540;CLASSIFICADO
011927;540;CLASSIFICADO
000589;540;CLASSIFICADO
000096;540;CLASSIFICADO
000082;540;CLASSIFICADO
000078;540;CLASSIFICADO
098293;530;CLASSIFICADO
062821;530;CLASSIFICADO
057152;530;CLASSIFICADO
051483;530;CLASSIFICADO
011800;530;CLASSIFICADO
088695;525;CLASSIFICADO
068490;525;CLASSIFICADO
006131;525;CLASSIFICADO
000462;525;CLASSIFICADO
097936;520;CLASSIFICADO
088338;520;CLASSIFICADO
088322;520;CLASSIFICADO
078740;520;CLASSIFICADO
078724;520;CLASSIFICADO
068946;520;CLASSIFICADO
068133;520;CLASSIFICADO
068117;520;CLASSIFICADO
062464;520;CLASSIFICADO
056795;520;CLASSIFICADO
056779;520;CLASSIFICADO
051126;520;CLASSIFICADO
051110;520;CLASSIFICADO
045457;520;CLASSIFICADO
045441;520;CLASSIFICADO
039788;520;CLASSIFICADO
029263;520;CLASSIFICADO
023594;520;CLASSIFICADO
017925;520;CLASSIFICADO
012256;520;CLASSIFICADO
006587;520;CLASSIFICADO
000918;520;CLASSIFICADO
000105;520;CLASSIFICADO
098227;515;CLASSIFICADO
068424;515;CLASSIFICADO
062755;515;CLASSIFICADO
057086;515;CLASSIFICADO
051417;515;CLASSIFICADO
011734;515;CLASSIFICADO
097920;510;CLASSIFICADO
062448;510;CLASSIFICADO
039772;510;CLASSIFICADO
000089;510;CLASSIFICADO
088689;505;CLASSIFICADO
088629;505;CLASSIFICADO
068938;505;CLASSIFICADO
068484;505;CLASSIFICADO
062815;505;CLASSIFICADO
029273;505;CLASSIFICADO
029255;505;CLASSIFICADO
023586;505;CLASSIFICADO
017935;505;CLASSIFICADO
017917;505;CLASSIFICADO
012248;505;CLASSIFICADO
011912;505;CLASSIFICADO
011794;505;CLASSIFICADO
006597;505;CLASSIFICADO
006579;505;CLASSIFICADO
006243;505;CLASSIFICADO
006125;505;CLASSIFICADO
006065;505;CLASSIFICADO
000910;505;CLASSIFICADO
000574;505;CLASSIFICADO
000396;505;CLASSIFICADO
098405;500;CLASSIFICADO
098287;500;CLASSIFICADO
097884;500;CLASSIFICADO
088286;500;CLASSIFICADO
078688;500;CLASSIFICADO
068602;500;CLASSIFICADO
062933;500;CLASSIFICADO
062412;500;CLASSIFICADO
057264;500;CLASSIFICADO
057146;500;CLASSIFICADO
056743;500;CLASSIFICADO
051477;500;CLASSIFICADO
051074;500;CLASSIFICADO
045405;500;CLASSIFICADO
039736;500;CLASSIFICADO
017581;500;CLASSIFICADO
000456;500;CLASSIFICADO
000053;500;CLASSIFICADO
068956;495;CLASSIFICADO
023604;495;CLASSIFICADO
012266;495;CLASSIFICADO
000928;495;CLASSIFICADO
068798;490;CLASSIFICADO
023446;490;CLASSIFICADO
006439;490;CLASSIFICADO
035180;485;CLASSIFICADO
029511;485;CLASSIFICADO
023842;485;CLASSIFICADO
018173;485;CLASSIFICADO
012504;485;CLASSIFICADO
098601;480;CLASSIFICADO
063129;480;CLASSIFICADO
035147;480;CLASSIFICADO
023809;480;CLASSIFICADO
018140;480;CLASSIFICADO
017777;480;CLASSIFICADO
012108;480;CLASSIFICADO
000770;480;CLASSIFICADO
068980;475;CLASSIFICADO
029297;475;CLASSIFICADO
023628;475;CLASSIFICADO
017959;475;CLASSIFICADO
012290;475;CLASSIFICADO
006621;475;CLASSIFICADO
000952;475;CLASSIFICADO
097956;465;CLASSIFICADO
068822;465;CLASSIFICADO
068153;465;CLASSIFICADO
063153;465;CLASSIFICADO
056815;465;CLASSIFICADO
051146;465;CLASSIFICADO
045477;465;CLASSIFICADO
039808;465;CLASSIFICADO
023470;465;CLASSIFICADO
012132;465;CLASSIFICADO
006463;465;CLASSIFICADO
000794;465;CLASSIFICADO
000125;465;CLASSIFICADO
098625;460;CLASSIFICADO
069024;460;CLASSIFICADO
029478;460;CLASSIFICADO
029341;460;CLASSIFICADO
023672;460;CLASSIFICADO
018003;460;CLASSIFICADO
017801;460;CLASSIFICADO
012471;460;CLASSIFICADO
012334;460;CLASSIFICADO
006665;460;CLASSIFICADO
097905;455;CLASSIFICADO
088647;455;CLASSIFICADO
088307;455;CLASSIFICADO
078709;455;CLASSIFICADO
068885;455;CLASSIFICADO
068442;455;CLASSIFICADO
057104;455;CLASSIFICADO
051435;455;CLASSIFICADO
051095;455;CLASSIFICADO
045426;455;CLASSIFICADO
039757;455;CLASSIFICADO
029202;455;CLASSIFICADO
023533;455;CLASSIFICADO
017864;455;CLASSIFICADO
006526;455;CLASSIFICADO
000857;455;CLASSIFICADO
000074;455;CLASSIFICADO
098245;450;CLASSIFICADO
088358;450;CLASSIFICADO
078760;450;CLASSIFICADO
063216;450;CLASSIFICADO
062773;450;CLASSIFICADO
062484;450;CLASSIFICADO
035178;450;CLASSIFICADO
029509;450;CLASSIFICADO
023840;450;CLASSIFICADO
012502;450;CLASSIFICADO
012195;450;CLASSIFICADO
011752;450;CLASSIFICADO
006083;450;CLASSIFICADO
000414;450;CLASSIFICADO
088630;445;CLASSIFICADO
068425;445;CLASSIFICADO
062756;445;CLASSIFICADO
057087;445;CLASSIFICADO
051418;445;CLASSIFICADO
000397;445;CLASSIFICADO
098391;440;CLASSIFICADO
098228;440;CLASSIFICADO
098124;440;CLASSIFICADO
078928;440;CLASSIFICADO
068588;440;CLASSIFICADO
068102;440;CLASSIFICADO
062433;440;CLASSIFICADO
056764;440;CLASSIFICADO
018171;440;CLASSIFICADO
011735;440;CLASSIFICADO
006066;440;CLASSIFICADO
005962;440;CLASSIFICADO
000293;440;CLASSIFICADO
088793;435;CLASSIFICADO
088526;435;CLASSIFICADO
068321;435;CLASSIFICADO
063142;435;CLASSIFICADO
062919;435;CLASSIFICADO
062652;435;CLASSIFICADO
057250;435;CLASSIFICADO
056983;435;CLASSIFICADO
051314;435;CLASSIFICADO
045645;435;CLASSIFICADO
035155;435;CLASSIFICADO
029486;435;CLASSIFICADO
023817;435;CLASSIFICADO
023459;435;CLASSIFICADO
018148;435;CLASSIFICADO
017567;435;CLASSIFICADO
012479;435;CLASSIFICADO
012121;435;CLASSIFICADO
011898;435;CLASSIFICADO
006229;435;CLASSIFICADO
000560;435;CLASSIFICADO
098614;430;CLASSIFICADO
068811;430;CLASSIFICADO
017790;430;CLASSIFICADO
006452;430;CLASSIFICADO
000783;430;CLASSIFICADO
088681;425;CLASSIFICADO
062807;425;CLASSIFICADO
057138;425;CLASSIFICADO
051469;425;CLASSIFICADO
000448;425;CLASSIFICADO
098279;400;CLASSIFICADO
068476;400;CLASSIFICADO
011786;400;CLASSIFICADO
006117;400;CLASSIFICADO
012321;380;CLASSIFICADO
006652;380;CLASSIFICADO
069011;355;CLASSIFICADO
035106;355;CLASSIFICADO
029437;355;CLASSIFICADO
029328;355;CLASSIFICADO
023768;355;CLASSIFICADO
023659;355;CLASSIFICADO
018099;355;CLASSIFICADO
017990;355;CLASSIFICADO
098004;340;CLASSIFICADO
068201;340;CLASSIFICADO
051194;340;CLASSIFICADO
012430;340;CLASSIFICADO
006761;340;CLASSIFICADO
088406;335;CLASSIFICADO
078808;335;CLASSIFICADO
062532;335;CLASSIFICADO
056863;335;CLASSIFICADO
045525;335;CLASSIFICADO
039856;335;CLASSIFICADO
005842;335;CLASSIFICADO
000173;335;CLASSIFICADO
098128;300;CLASSIFICADO
088530;300;CLASSIFICADO
078932;300;CLASSIFICADO
068325;300;CLASSIFICADO
062656;300;CLASSIFICADO
056987;300;CLASSIFICADO
051318;300;CLASSIFICADO
045649;300;CLASSIFICADO
005966;300;CLASSIFICADO
000297;300;CLASSIFICADO
098494;215;CLASSIFICADO
057353;215;CLASSIFICADO
023339;215;CLASSIFICADO
006332;215;CLASSIFICADO
068691;200;CLASSIFICADO
063022;200;CLASSIFICADO
017670;200;CLASSIFICADO
012001;200;CLASSIFICADO
000663;200;CLASSIFICADO
051174;0;CLASSIFICADO
023376;0;CLASSIFICADO
056843;0;CLASSIFICADO
068181;0;CLASSIFICADO
057385;0;CLASSIFICADO
023371;0;CLASSIFICADO
000153;0;CLASSIFICADO
012485;0;CLASSIFICADO
068728;0;CLASSIFICADO
023823;0;CLASSIFICADO
029492;0;CLASSIFICADO
039836;0;CLASSIFICADO
000695;0;CLASSIFICADO
063054;0;CLASSIFICADO
063059;0;CLASSIFICADO
088386;0;CLASSIFICADO
006369;0;CLASSIFICADO
057390;0;CLASSIFICADO
098531;0;CLASSIFICADO
006364;0;CLASSIFICADO
018154;0;CLASSIFICADO
097984;0;CLASSIFICADO
012038;0;CLASSIFICADO
035161;0;CLASSIFICADO
068723;0;CLASSIFICADO
000700;0;CLASSIFICADO
017702;0;CLASSIFICADO
062512;0;CLASSIFICADO
098526;0;CLASSIFICADO
012033;0;CLASSIFICADO
017707;0;CLASSIFICADO
045505;0;CLASSIFICADO
078788;0;CLASSIFICADO

CURSO: ;Ciencias Contabeis - Noturno - 80 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
098111;792;CLASSIFICADO
088513;792;CLASSIFICADO
078915;792;CLASSIFICADO
000280;792;CLASSIFICADO
068308;784;CLASSIFICADO
062639;784;CLASSIFICADO
056970;784;CLASSIFICADO
051301;784;CLASSIFICADO
045632;784;CLASSIFICADO
005949;784;CLASSIFICADO
097840;715;CLASSIFICADO
088242;715;CLASSIFICADO
078644;715;CLASSIFICADO
062368;715;CLASSIFICADO
056699;715;CLASSIFICADO
051030;715;CLASSIFICADO
045361;715;CLASSIFICADO
039692;715;CLASSIFICADO
034023;715;CLASSIFICADO
000009;715;CLASSIFICADO
068973;683;CLASSIFICADO
029290;683;CLASSIFICADO
023621;683;CLASSIFICADO
017952;683;CLASSIFICADO
012283;683;CLASSIFICADO
006614;683;CLASSIFICADO
000945;683;CLASSIFICADO
035150;680;CLASSIFICADO
029481;680;CLASSIFICADO
023812;680;CLASSIFICADO
018143;680;CLASSIFICADO
012474;680;CLASSIFICADO
097880;673;CLASSIFICADO
088282;673;CLASSIFICADO
051070;673;CLASSIFICADO
045401;673;CLASSIFICADO
069050;672;CLASSIFICADO
035036;672;CLASSIFICADO
029367;672;CLASSIFICADO
018029;672;CLASSIFICADO
012360;672;CLASSIFICADO
006691;672;CLASSIFICADO
098608;665;CLASSIFICADO
078684;665;CLASSIFICADO
068805;665;CLASSIFICADO
063136;665;CLASSIFICADO
062408;665;CLASSIFICADO
056739;665;CLASSIFICADO
039732;665;CLASSIFICADO
023453;665;CLASSIFICADO
017784;665;CLASSIFICADO
012115;665;CLASSIFICADO
006446;665;CLASSIFICADO
000777;665;CLASSIFICADO
000049;665;CLASSIFICADO
098503;656;CLASSIFICADO
068700;656;CLASSIFICADO
063031;656;CLASSIFICADO
023698;656;CLASSIFICADO
097860;655;CLASSIFICADO
088262;655;CLASSIFICADO
078664;655;CLASSIFICADO
062388;655;CLASSIFICADO
056719;655;CLASSIFICADO
051050;655;CLASSIFICADO
045381;655;CLASSIFICADO
039712;655;CLASSIFICADO
034043;655;CLASSIFICADO
000029;655;CLASSIFICADO
035117;649;CLASSIFICADO
023779;649;CLASSIFICADO
012441;649;CLASSIFICADO
098211;647;CLASSIFICADO
088613;647;CLASSIFICADO
068408;647;CLASSIFICADO
062739;647;CLASSIFICADO
057070;647;CLASSIFICADO
051401;647;CLASSIFICADO
040933;647;CLASSIFICADO
023926;647;CLASSIFICADO
018257;647;CLASSIFICADO
011718;647;CLASSIFICADO
006049;647;CLASSIFICADO
000380;647;CLASSIFICADO
057362;640;CLASSIFICADO
023348;640;CLASSIFICADO
017960;640;CLASSIFICADO
017679;640;CLASSIFICADO
012010;640;CLASSIFICADO
006341;640;CLASSIFICADO
000953;640;CLASSIFICADO
000672;640;CLASSIFICADO
088371;639;CLASSIFICADO
078773;639;CLASSIFICADO
068166;639;CLASSIFICADO
062497;639;CLASSIFICADO
056828;639;CLASSIFICADO
045490;639;CLASSIFICADO
097999;638;CLASSIFICADO
078887;638;CLASSIFICADO
078803;638;CLASSIFICADO
068280;638;CLASSIFICADO
056942;638;CLASSIFICADO
056858;638;CLASSIFICADO
051189;638;CLASSIFICADO
045604;638;CLASSIFICADO
045520;638;CLASSIFICADO
039851;638;CLASSIFICADO
000252;638;CLASSIFICADO
000168;638;CLASSIFICADO
068981;632;CLASSIFICADO
029298;632;CLASSIFICADO
023629;632;CLASSIFICADO
012291;632;CLASSIFICADO
006622;632;CLASSIFICADO
098514;631;CLASSIFICADO
097969;631;CLASSIFICADO
063042;631;CLASSIFICADO
051159;631;CLASSIFICADO
039821;631;CLASSIFICADO
012021;631;CLASSIFICADO
000683;631;CLASSIFICADO
000138;631;CLASSIFICADO
098083;630;CLASSIFICADO
088485;630;CLASSIFICADO
088401;630;CLASSIFICADO
068196;630;CLASSIFICADO
062611;630;CLASSIFICADO
062527;630;CLASSIFICADO
051273;630;CLASSIFICADO
005921;630;CLASSIFICADO
005837;630;CLASSIFICADO
029448;625;CLASSIFICADO
018110;625;CLASSIFICADO
006772;625;CLASSIFICADO
098313;623;CLASSIFICADO
088715;623;CLASSIFICADO
068711;623;CLASSIFICADO
068510;623;CLASSIFICADO
062841;623;CLASSIFICADO
057373;623;CLASSIFICADO
057172;623;CLASSIFICADO
051503;623;CLASSIFICADO
035264;623;CLASSIFICADO
029595;623;CLASSIFICADO
023359;623;CLASSIFICADO
017690;623;CLASSIFICADO
012588;623;CLASSIFICADO
011820;623;CLASSIFICADO
006352;623;CLASSIFICADO
006151;623;CLASSIFICADO
000482;623;CLASSIFICADO
098047;622;CLASSIFICADO
078851;622;CLASSIFICADO
068624;622;CLASSIFICADO
068244;622;CLASSIFICADO
062955;622;CLASSIFICADO
057286;622;CLASSIFICADO
056906;622;CLASSIFICADO
051237;622;CLASSIFICADO
017603;622;CLASSIFICADO
011934;622;CLASSIFICADO
006265;622;CLASSIFICADO
005885;622;CLASSIFICADO
000596;622;CLASSIFICADO
063161;621;CLASSIFICADO
023478;621;CLASSIFICADO
012140;621;CLASSIFICADO
000802;621;CLASSIFICADO
088706;619;CLASSIFICADO
057163;619;CLASSIFICADO
000473;619;CLASSIFICADO
057293;615;CLASSIFICADO
000603;615;CLASSIFICADO
088542;614;CLASSIFICADO
088449;614;CLASSIFICADO
078944;614;CLASSIFICADO
062575;614;CLASSIFICADO
045661;614;CLASSIFICADO
045568;614;CLASSIFICADO
040893;614;CLASSIFICADO
035224;614;CLASSIFICADO
029555;614;CLASSIFICADO
005978;614;CLASSIFICADO
000216;614;CLASSIFICADO
062750;613;CLASSIFICADO
057081;613;CLASSIFICADO
000391;613;CLASSIFICADO
097839;609;CLASSIFICADO
088241;609;CLASSIFICADO
062367;609;CLASSIFICADO
056698;609;CLASSIFICADO
000008;609;CLASSIFICADO
098434;607;CLASSIFICADO
068631;607;CLASSIFICADO
062962;607;CLASSIFICADO
017610;607;CLASSIFICADO
011941;607;CLASSIFICADO
006272;607;CLASSIFICADO
098473;606;CLASSIFICADO
098427;606;CLASSIFICADO
098140;606;CLASSIFICADO
068670;606;CLASSIFICADO
068337;606;CLASSIFICADO
063001;606;CLASSIFICADO
062668;606;CLASSIFICADO
056999;606;CLASSIFICADO
051330;606;CLASSIFICADO
023886;606;CLASSIFICADO
018217;606;CLASSIFICADO
012548;606;CLASSIFICADO
000309;606;CLASSIFICADO
098633;605;CLASSIFICADO
098222;605;CLASSIFICADO
088624;605;CLASSIFICADO
068830;605;CLASSIFICADO
068419;605;CLASSIFICADO
051412;605;CLASSIFICADO
017809;605;CLASSIFICADO
011729;605;CLASSIFICADO
006471;605;CLASSIFICADO
006060;605;CLASSIFICADO
098493;604;CLASSIFICADO
063041;604;CLASSIFICADO
063021;604;CLASSIFICADO
057372;604;CLASSIFICADO
023358;604;CLASSIFICADO
017669;604;CLASSIFICADO
012000;604;CLASSIFICADO
000682;604;CLASSIFICADO
000662;604;CLASSIFICADO
057332;598;CLASSIFICADO
029278;598;CLASSIFICADO
017940;598;CLASSIFICADO
017649;598;CLASSIFICADO
012271;598;CLASSIFICADO
011980;598;CLASSIFICADO
006602;598;CLASSIFICADO
006311;598;CLASSIFICADO
000933;598;CLASSIFICADO
000642;598;CLASSIFICADO
098518;597;CLASSIFICADO
098497;597;CLASSIFICADO
068694;597;CLASSIFICADO
063046;597;CLASSIFICADO
063025;597;CLASSIFICADO
057377;597;CLASSIFICADO
057356;597;CLASSIFICADO
023342;597;CLASSIFICADO
017694;597;CLASSIFICADO
017673;597;CLASSIFICADO
012025;597;CLASSIFICADO
012004;597;CLASSIFICADO
006356;597;CLASSIFICADO
006335;597;CLASSIFICADO
000666;597;CLASSIFICADO
068690;596;CLASSIFICADO
057352;596;CLASSIFICADO
012224;596;CLASSIFICADO
006331;596;CLASSIFICADO
000886;596;CLASSIFICADO
068961;590;CLASSIFICADO
023609;590;CLASSIFICADO
068715;589;CLASSIFICADO
023363;589;CLASSIFICADO
000687;589;CLASSIFICADO
078654;588;CLASSIFICADO
056709;588;CLASSIFICADO
039702;588;CLASSIFICADO
034033;588;CLASSIFICADO
098304;587;CLASSIFICADO
068501;587;CLASSIFICADO
062832;587;CLASSIFICADO
051494;587;CLASSIFICADO
011811;587;CLASSIFICADO
006142;587;CLASSIFICADO
098243;586;CLASSIFICADO
088645;586;CLASSIFICADO
011750;586;CLASSIFICADO
006081;586;CLASSIFICADO
000412;586;CLASSIFICADO
098513;580;CLASSIFICADO
097973;580;CLASSIFICADO
097850;580;CLASSIFICADO
088375;580;CLASSIFICADO
088252;580;CLASSIFICADO
078777;580;CLASSIFICADO
068710;580;CLASSIFICADO
068170;580;CLASSIFICADO
062501;580;CLASSIFICADO
062378;580;CLASSIFICADO
056832;580;CLASSIFICADO
051163;580;CLASSIFICADO
051040;580;CLASSIFICADO
045494;580;CLASSIFICADO
045371;580;CLASSIFICADO
040932;580;CLASSIFICADO
039825;580;CLASSIFICADO
017689;580;CLASSIFICADO
012020;580;CLASSIFICADO
006351;580;CLASSIFICADO
000142;580;CLASSIFICADO
000019;580;CLASSIFICADO
068646;579;CLASSIFICADO
057308;579;CLASSIFICADO
040903;579;CLASSIFICADO
035234;579;CLASSIFICADO
035151;579;CLASSIFICADO
029565;579;CLASSIFICADO
029482;579;CLASSIFICADO
023896;579;CLASSIFICADO
