CAMPUS LUIZ MENEGUEL
CURSO: ;Ciência  da Computação  - Integral  - 28 Vagas
056479;465;DESCLASSIFICADO
050810;465;DESCLASSIFICADO
045141;465;DESCLASSIFICADO
033803;465;DESCLASSIFICADO
033200;465;DESCLASSIFICADO
010524;465;DESCLASSIFICADO
095710;460;DESCLASSIFICADO
093691;460;DESCLASSIFICADO
078424;460;DESCLASSIFICADO
039472;460;DESCLASSIFICADO
028134;460;DESCLASSIFICADO
072883;455;DESCLASSIFICADO
027531;455;DESCLASSIFICADO
021862;455;DESCLASSIFICADO
016193;455;DESCLASSIFICADO
095705;450;DESCLASSIFICADO
094563;450;DESCLASSIFICADO
088017;450;DESCLASSIFICADO
087884;450;DESCLASSIFICADO
085974;450;DESCLASSIFICADO
084088;450;DESCLASSIFICADO
083955;450;DESCLASSIFICADO
078419;450;DESCLASSIFICADO
078286;450;DESCLASSIFICADO
076376;450;DESCLASSIFICADO
074358;450;DESCLASSIFICADO
056474;450;DESCLASSIFICADO
050672;450;DESCLASSIFICADO
045003;450;DESCLASSIFICADO
039467;450;DESCLASSIFICADO
039334;450;DESCLASSIFICADO
033798;450;DESCLASSIFICADO
033665;450;DESCLASSIFICADO
028129;450;DESCLASSIFICADO
027996;450;DESCLASSIFICADO
022327;450;DESCLASSIFICADO
093686;440;DESCLASSIFICADO
086107;440;DESCLASSIFICADO
076509;440;DESCLASSIFICADO
074491;440;DESCLASSIFICADO
050805;440;DESCLASSIFICADO
045136;440;DESCLASSIFICADO
067029;430;DESCLASSIFICADO
027346;430;DESCLASSIFICADO
021677;430;DESCLASSIFICADO
010339;430;DESCLASSIFICADO
072698;425;DESCLASSIFICADO
016008;425;DESCLASSIFICADO
004670;425;DESCLASSIFICADO
033247;395;DESCLASSIFICADO
027578;395;DESCLASSIFICADO
016240;395;DESCLASSIFICADO
010571;395;DESCLASSIFICADO
072930;390;DESCLASSIFICADO
038916;390;DESCLASSIFICADO
021909;390;DESCLASSIFICADO
097669;375;DESCLASSIFICADO
084480;375;DESCLASSIFICADO
084351;375;DESCLASSIFICADO
076772;375;DESCLASSIFICADO
074545;375;DESCLASSIFICADO
033852;375;DESCLASSIFICADO
096097;360;DESCLASSIFICADO
095968;360;DESCLASSIFICADO
095759;360;DESCLASSIFICADO
094503;360;DESCLASSIFICADO
094078;360;DESCLASSIFICADO
093949;360;DESCLASSIFICADO
093740;360;DESCLASSIFICADO
088071;360;DESCLASSIFICADO
087824;360;DESCLASSIFICADO
086499;360;DESCLASSIFICADO
086370;360;DESCLASSIFICADO
086161;360;DESCLASSIFICADO
084142;360;DESCLASSIFICADO
083895;360;DESCLASSIFICADO
078473;360;DESCLASSIFICADO
078226;360;DESCLASSIFICADO
076901;360;DESCLASSIFICADO
076563;360;DESCLASSIFICADO
076316;360;DESCLASSIFICADO
074883;360;DESCLASSIFICADO
074754;360;DESCLASSIFICADO
056528;360;DESCLASSIFICADO
050859;360;DESCLASSIFICADO
045190;360;DESCLASSIFICADO
039521;360;DESCLASSIFICADO
039274;360;DESCLASSIFICADO
028183;360;DESCLASSIFICADO
085914;355;DESCLASSIFICADO
074298;355;DESCLASSIFICADO
050612;355;DESCLASSIFICADO
044943;355;DESCLASSIFICADO
033605;355;DESCLASSIFICADO
027936;355;DESCLASSIFICADO
027514;355;DESCLASSIFICADO
022267;355;DESCLASSIFICADO
010507;355;DESCLASSIFICADO
004838;355;DESCLASSIFICADO
072866;350;DESCLASSIFICADO
033183;350;DESCLASSIFICADO
021845;350;DESCLASSIFICADO
016176;350;DESCLASSIFICADO
072897;340;DESCLASSIFICADO
033214;340;DESCLASSIFICADO
027545;340;DESCLASSIFICADO
021876;340;DESCLASSIFICADO
016207;340;DESCLASSIFICADO
010538;340;DESCLASSIFICADO
094220;295;DESCLASSIFICADO
084622;295;DESCLASSIFICADO
076033;295;DESCLASSIFICADO
074015;295;DESCLASSIFICADO
038991;295;DESCLASSIFICADO
033322;295;DESCLASSIFICADO
027653;295;DESCLASSIFICADO
021984;295;DESCLASSIFICADO
016315;295;DESCLASSIFICADO
010646;295;DESCLASSIFICADO
087984;275;DESCLASSIFICADO
086074;275;DESCLASSIFICADO
076476;275;DESCLASSIFICADO
050772;275;DESCLASSIFICADO
045103;275;DESCLASSIFICADO
039434;275;DESCLASSIFICADO
028096;275;DESCLASSIFICADO
095672;260;DESCLASSIFICADO
093653;260;DESCLASSIFICADO
084055;260;DESCLASSIFICADO
078386;260;DESCLASSIFICADO
074458;260;DESCLASSIFICADO
056441;260;DESCLASSIFICADO
033765;260;DESCLASSIFICADO
074016;0;DESCLASSIFICADO
016010;0;DESCLASSIFICADO
087974;0;DESCLASSIFICADO
021758;0;DESCLASSIFICADO
083796;0;DESCLASSIFICADO
094221;0;DESCLASSIFICADO
072646;0;DESCLASSIFICADO
033195;0;DESCLASSIFICADO
078376;0;DESCLASSIFICADO
004624;0;DESCLASSIFICADO
016499;0;DESCLASSIFICADO
021985;0;DESCLASSIFICADO
074199;0;DESCLASSIFICADO
010293;0;DESCLASSIFICADO
010519;0;DESCLASSIFICADO
015962;0;DESCLASSIFICADO
021679;0;DESCLASSIFICADO
027654;0;DESCLASSIFICADO
010420;0;DESCLASSIFICADO
021625;0;DESCLASSIFICADO
027348;0;DESCLASSIFICADO
027837;0;DESCLASSIFICADO
076466;0;DESCLASSIFICADO
078127;0;DESCLASSIFICADO
086064;0;DESCLASSIFICADO
010647;0;DESCLASSIFICADO
015956;0;DESCLASSIFICADO
016089;0;DESCLASSIFICADO
039424;0;DESCLASSIFICADO
072652;0;DESCLASSIFICADO
095662;0;DESCLASSIFICADO
066977;0;DESCLASSIFICADO
066983;0;DESCLASSIFICADO
016316;0;DESCLASSIFICADO
027300;0;DESCLASSIFICADO
045093;0;DESCLASSIFICADO
067031;0;DESCLASSIFICADO
072878;0;DESCLASSIFICADO
074448;0;DESCLASSIFICADO
084623;0;DESCLASSIFICADO
094404;0;DESCLASSIFICADO
004618;0;DESCLASSIFICADO
010287;0;DESCLASSIFICADO
021631;0;DESCLASSIFICADO
044844;0;DESCLASSIFICADO
072700;0;DESCLASSIFICADO
076217;0;DESCLASSIFICADO
085815;0;DESCLASSIFICADO
004672;0;DESCLASSIFICADO
004751;0;DESCLASSIFICADO
027526;0;DESCLASSIFICADO
033096;0;DESCLASSIFICADO
039175;0;DESCLASSIFICADO
084045;0;DESCLASSIFICADO
010341;0;DESCLASSIFICADO
016188;0;DESCLASSIFICADO
027294;0;DESCLASSIFICADO
027427;0;DESCLASSIFICADO
038992;0;DESCLASSIFICADO
056431;0;DESCLASSIFICADO
021857;0;DESCLASSIFICADO
022168;0;DESCLASSIFICADO
028086;0;DESCLASSIFICADO
033323;0;DESCLASSIFICADO
033506;0;DESCLASSIFICADO
033755;0;DESCLASSIFICADO
050762;0;DESCLASSIFICADO
072779;0;DESCLASSIFICADO
076034;0;DESCLASSIFICADO

CURSO: ;Sistemas de Informação  - Noturno - 28 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
094379;876;DESCLASSIFICADO
084781;876;DESCLASSIFICADO
078102;876;DESCLASSIFICADO
076192;876;DESCLASSIFICADO
074174;876;DESCLASSIFICADO
044819;876;DESCLASSIFICADO
039150;876;DESCLASSIFICADO
033481;876;DESCLASSIFICADO
027812;876;DESCLASSIFICADO
022143;876;DESCLASSIFICADO
016474;876;DESCLASSIFICADO
067053;849;DESCLASSIFICADO
027370;849;DESCLASSIFICADO
010363;849;DESCLASSIFICADO
072722;843;DESCLASSIFICADO
021701;843;DESCLASSIFICADO
016032;843;DESCLASSIFICADO
004694;843;DESCLASSIFICADO
072943;818;DESCLASSIFICADO
038929;818;DESCLASSIFICADO
027591;818;DESCLASSIFICADO
016253;818;DESCLASSIFICADO
010584;818;DESCLASSIFICADO
033260;806;DESCLASSIFICADO
021922;806;DESCLASSIFICADO
072915;795;DESCLASSIFICADO
027563;795;DESCLASSIFICADO
094431;780;DESCLASSIFICADO
085842;780;DESCLASSIFICADO
083823;780;DESCLASSIFICADO
078154;780;DESCLASSIFICADO
076244;780;DESCLASSIFICADO
074226;780;DESCLASSIFICADO
044871;780;DESCLASSIFICADO
039202;780;DESCLASSIFICADO
033533;780;DESCLASSIFICADO
027864;780;DESCLASSIFICADO
022195;780;DESCLASSIFICADO
086015;779;DESCLASSIFICADO
083996;779;DESCLASSIFICADO
076417;779;DESCLASSIFICADO
050713;779;DESCLASSIFICADO
045044;779;DESCLASSIFICADO
033232;777;DESCLASSIFICADO
021894;777;DESCLASSIFICADO
016225;777;DESCLASSIFICADO
010556;777;DESCLASSIFICADO
096182;774;DESCLASSIFICADO
096053;774;DESCLASSIFICADO
094163;774;DESCLASSIFICADO
088156;774;DESCLASSIFICADO
086584;774;DESCLASSIFICADO
086455;774;DESCLASSIFICADO
084565;774;DESCLASSIFICADO
084436;774;DESCLASSIFICADO
078558;774;DESCLASSIFICADO
076857;774;DESCLASSIFICADO
074630;774;DESCLASSIFICADO
056613;774;DESCLASSIFICADO
045275;774;DESCLASSIFICADO
094604;773;DESCLASSIFICADO
087925;773;DESCLASSIFICADO
078327;773;DESCLASSIFICADO
077975;773;DESCLASSIFICADO
076218;773;DESCLASSIFICADO
074399;773;DESCLASSIFICADO
044845;773;DESCLASSIFICADO
039375;773;DESCLASSIFICADO
039023;773;DESCLASSIFICADO
033706;773;DESCLASSIFICADO
033507;773;DESCLASSIFICADO
033354;773;DESCLASSIFICADO
028037;773;DESCLASSIFICADO
022169;773;DESCLASSIFICADO
016500;773;DESCLASSIFICADO
097754;768;DESCLASSIFICADO
095844;768;DESCLASSIFICADO
094034;768;DESCLASSIFICADO
093825;768;DESCLASSIFICADO
086246;768;DESCLASSIFICADO
084227;768;DESCLASSIFICADO
076648;768;DESCLASSIFICADO
075977;768;DESCLASSIFICADO
074839;768;DESCLASSIFICADO
073958;768;DESCLASSIFICADO
072863;768;DESCLASSIFICADO
062282;768;DESCLASSIFICADO
050944;768;DESCLASSIFICADO
039606;768;DESCLASSIFICADO
033937;768;DESCLASSIFICADO
016173;768;DESCLASSIFICADO
084651;763;DESCLASSIFICADO
074044;763;DESCLASSIFICADO
039020;763;DESCLASSIFICADO
022013;763;DESCLASSIFICADO
010675;763;DESCLASSIFICADO
097749;762;DESCLASSIFICADO
096177;762;DESCLASSIFICADO
096048;762;DESCLASSIFICADO
095839;762;DESCLASSIFICADO
094158;762;DESCLASSIFICADO
094029;762;DESCLASSIFICADO
093820;762;DESCLASSIFICADO
088151;762;DESCLASSIFICADO
086579;762;DESCLASSIFICADO
086450;762;DESCLASSIFICADO
086241;762;DESCLASSIFICADO
085906;762;DESCLASSIFICADO
084560;762;DESCLASSIFICADO
084431;762;DESCLASSIFICADO
084222;762;DESCLASSIFICADO
083887;762;DESCLASSIFICADO
078553;762;DESCLASSIFICADO
076852;762;DESCLASSIFICADO
076643;762;DESCLASSIFICADO
076308;762;DESCLASSIFICADO
075972;762;DESCLASSIFICADO
074834;762;DESCLASSIFICADO
074625;762;DESCLASSIFICADO
074290;762;DESCLASSIFICADO
073953;762;DESCLASSIFICADO
062277;762;DESCLASSIFICADO
056608;762;DESCLASSIFICADO
050939;762;DESCLASSIFICADO
050604;762;DESCLASSIFICADO
045270;762;DESCLASSIFICADO
039601;762;DESCLASSIFICADO
039266;762;DESCLASSIFICADO
033932;762;DESCLASSIFICADO
033180;762;DESCLASSIFICADO
027928;762;DESCLASSIFICADO
027511;762;DESCLASSIFICADO
021842;762;DESCLASSIFICADO
010504;762;DESCLASSIFICADO
004835;762;DESCLASSIFICADO
094405;761;DESCLASSIFICADO
094252;761;DESCLASSIFICADO
085816;761;DESCLASSIFICADO
084654;761;DESCLASSIFICADO
083797;761;DESCLASSIFICADO
078128;761;DESCLASSIFICADO
076065;761;DESCLASSIFICADO
074200;761;DESCLASSIFICADO
074047;761;DESCLASSIFICADO
039176;761;DESCLASSIFICADO
027838;761;DESCLASSIFICADO
027685;761;DESCLASSIFICADO
022016;761;DESCLASSIFICADO
016347;761;DESCLASSIFICADO
010678;761;DESCLASSIFICADO
094249;757;DESCLASSIFICADO
077972;757;DESCLASSIFICADO
076062;757;DESCLASSIFICADO
033351;757;DESCLASSIFICADO
027682;757;DESCLASSIFICADO
016344;757;DESCLASSIFICADO
094495;756;DESCLASSIFICADO
087816;756;DESCLASSIFICADO
078218;756;DESCLASSIFICADO
044935;756;DESCLASSIFICADO
033597;756;DESCLASSIFICADO
022259;756;DESCLASSIFICADO
072940;755;DESCLASSIFICADO
038926;755;DESCLASSIFICADO
027588;755;DESCLASSIFICADO
021919;755;DESCLASSIFICADO
010581;755;DESCLASSIFICADO
033257;749;DESCLASSIFICADO
016250;749;DESCLASSIFICADO
097719;742;DESCLASSIFICADO
096147;742;DESCLASSIFICADO
096018;742;DESCLASSIFICADO
095809;742;DESCLASSIFICADO
093999;742;DESCLASSIFICADO
093790;742;DESCLASSIFICADO
086420;742;DESCLASSIFICADO
084192;742;DESCLASSIFICADO
078523;742;DESCLASSIFICADO
076951;742;DESCLASSIFICADO
074804;742;DESCLASSIFICADO
050909;742;DESCLASSIFICADO
045240;742;DESCLASSIFICADO
039571;742;DESCLASSIFICADO
021665;742;DESCLASSIFICADO
004658;742;DESCLASSIFICADO
072687;737;DESCLASSIFICADO
010328;737;DESCLASSIFICADO
078189;736;DESCLASSIFICADO
076279;736;DESCLASSIFICADO
074261;736;DESCLASSIFICADO
072686;736;DESCLASSIFICADO
067017;736;DESCLASSIFICADO
050575;736;DESCLASSIFICADO
039237;736;DESCLASSIFICADO
033568;736;DESCLASSIFICADO
027899;736;DESCLASSIFICADO
027334;736;DESCLASSIFICADO
015996;736;DESCLASSIFICADO
010327;736;DESCLASSIFICADO
094466;730;DESCLASSIFICADO
094128;730;DESCLASSIFICADO
088121;730;DESCLASSIFICADO
086549;730;DESCLASSIFICADO
086211;730;DESCLASSIFICADO
085877;730;DESCLASSIFICADO
084530;730;DESCLASSIFICADO
084401;730;DESCLASSIFICADO
083858;730;DESCLASSIFICADO
076822;730;DESCLASSIFICADO
076613;730;DESCLASSIFICADO
074933;730;DESCLASSIFICADO
074595;730;DESCLASSIFICADO
072711;730;DESCLASSIFICADO
067042;730;DESCLASSIFICADO
056578;730;DESCLASSIFICADO
044906;730;DESCLASSIFICADO
033902;730;DESCLASSIFICADO
027359;730;DESCLASSIFICADO
022230;730;DESCLASSIFICADO
010352;730;DESCLASSIFICADO
094452;725;DESCLASSIFICADO
076265;725;DESCLASSIFICADO
074247;725;DESCLASSIFICADO
067018;725;DESCLASSIFICADO
039223;725;DESCLASSIFICADO
033554;725;DESCLASSIFICADO
027885;725;DESCLASSIFICADO
027335;725;DESCLASSIFICADO
022216;725;DESCLASSIFICADO
021666;725;DESCLASSIFICADO
015997;725;DESCLASSIFICADO
004659;725;DESCLASSIFICADO
021690;724;DESCLASSIFICADO
016021;724;DESCLASSIFICADO
004683;724;DESCLASSIFICADO
094325;717;DESCLASSIFICADO
084727;717;DESCLASSIFICADO
078048;717;DESCLASSIFICADO
076138;717;DESCLASSIFICADO
074120;717;DESCLASSIFICADO
072697;717;DESCLASSIFICADO
067028;717;DESCLASSIFICADO
044765;717;DESCLASSIFICADO
039096;717;DESCLASSIFICADO
033427;717;DESCLASSIFICADO
027758;717;DESCLASSIFICADO
027345;717;DESCLASSIFICADO
022089;717;DESCLASSIFICADO
021676;717;DESCLASSIFICADO
016420;717;DESCLASSIFICADO
016007;717;DESCLASSIFICADO
010338;717;DESCLASSIFICADO
004669;717;DESCLASSIFICADO
072870;711;DESCLASSIFICADO
033187;711;DESCLASSIFICADO
033118;711;DESCLASSIFICADO
027518;711;DESCLASSIFICADO
027449;711;DESCLASSIFICADO
021849;711;DESCLASSIFICADO
021780;711;DESCLASSIFICADO
016111;711;DESCLASSIFICADO
010511;711;DESCLASSIFICADO
004773;711;DESCLASSIFICADO
072880;710;DESCLASSIFICADO
072716;710;DESCLASSIFICADO
072635;710;DESCLASSIFICADO
067047;710;DESCLASSIFICADO
033197;710;DESCLASSIFICADO
027528;710;DESCLASSIFICADO
027364;710;DESCLASSIFICADO
021859;710;DESCLASSIFICADO
010521;710;DESCLASSIFICADO
094372;706;DESCLASSIFICADO
084774;706;DESCLASSIFICADO
078095;706;DESCLASSIFICADO
076185;706;DESCLASSIFICADO
076137;706;DESCLASSIFICADO
074167;706;DESCLASSIFICADO
044812;706;DESCLASSIFICADO
039143;706;DESCLASSIFICADO
039095;706;DESCLASSIFICADO
033474;706;DESCLASSIFICADO
033426;706;DESCLASSIFICADO
027805;706;DESCLASSIFICADO
022136;706;DESCLASSIFICADO
022088;706;DESCLASSIFICADO
016467;706;DESCLASSIFICADO
016419;706;DESCLASSIFICADO
072909;705;DESCLASSIFICADO
072801;705;DESCLASSIFICADO
033226;705;DESCLASSIFICADO
027557;705;DESCLASSIFICADO
021888;705;DESCLASSIFICADO
016219;705;DESCLASSIFICADO
010550;705;DESCLASSIFICADO
010442;705;DESCLASSIFICADO
096130;704;DESCLASSIFICADO
096001;704;DESCLASSIFICADO
095792;704;DESCLASSIFICADO
095699;704;DESCLASSIFICADO
094111;704;DESCLASSIFICADO
093982;704;DESCLASSIFICADO
093680;704;DESCLASSIFICADO
086532;704;DESCLASSIFICADO
086194;704;DESCLASSIFICADO
086101;704;DESCLASSIFICADO
084384;704;DESCLASSIFICADO
084175;704;DESCLASSIFICADO
084082;704;DESCLASSIFICADO
078413;704;DESCLASSIFICADO
076934;704;DESCLASSIFICADO
076805;704;DESCLASSIFICADO
076596;704;DESCLASSIFICADO
076503;704;DESCLASSIFICADO
074787;704;DESCLASSIFICADO
056561;704;DESCLASSIFICADO
056468;704;DESCLASSIFICADO
050892;704;DESCLASSIFICADO
045223;704;DESCLASSIFICADO
045130;704;DESCLASSIFICADO
033885;704;DESCLASSIFICADO
033792;704;DESCLASSIFICADO
028123;704;DESCLASSIFICADO
016190;704;DESCLASSIFICADO
085863;701;DESCLASSIFICADO
083844;701;DESCLASSIFICADO
078175;701;DESCLASSIFICADO
050561;701;DESCLASSIFICADO
044892;701;DESCLASSIFICADO
097702;698;DESCLASSIFICADO
093773;698;DESCLASSIFICADO
088104;698;DESCLASSIFICADO
088011;698;DESCLASSIFICADO
087961;698;DESCLASSIFICADO
086403;698;DESCLASSIFICADO
084513;698;DESCLASSIFICADO
084032;698;DESCLASSIFICADO
078506;698;DESCLASSIFICADO
078363;698;DESCLASSIFICADO
076453;698;DESCLASSIFICADO
074916;698;DESCLASSIFICADO
074578;698;DESCLASSIFICADO
074485;698;DESCLASSIFICADO
074435;698;DESCLASSIFICADO
050799;698;DESCLASSIFICADO
050749;698;DESCLASSIFICADO
039554;698;DESCLASSIFICADO
039461;698;DESCLASSIFICADO
039411;698;DESCLASSIFICADO
021695;698;DESCLASSIFICADO
016026;698;DESCLASSIFICADO
010357;698;DESCLASSIFICADO
004688;698;DESCLASSIFICADO
094324;694;DESCLASSIFICADO
084726;694;DESCLASSIFICADO
078047;694;DESCLASSIFICADO
074119;694;DESCLASSIFICADO
044764;694;DESCLASSIFICADO
027757;694;DESCLASSIFICADO
016180;693;DESCLASSIFICADO
004842;693;DESCLASSIFICADO
095736;692;DESCLASSIFICADO
078450;692;DESCLASSIFICADO
074522;692;DESCLASSIFICADO
066966;692;DESCLASSIFICADO
056505;692;DESCLASSIFICADO
050836;692;DESCLASSIFICADO
039498;692;DESCLASSIFICADO
033829;692;DESCLASSIFICADO
027283;692;DESCLASSIFICADO
021869;692;DESCLASSIFICADO
021614;692;DESCLASSIFICADO
015945;692;DESCLASSIFICADO
010531;692;DESCLASSIFICADO
010276;692;DESCLASSIFICADO
004607;692;DESCLASSIFICADO
097739;691;DESCLASSIFICADO
096038;691;DESCLASSIFICADO
095829;691;DESCLASSIFICADO
094148;691;DESCLASSIFICADO
086231;691;DESCLASSIFICADO
084421;691;DESCLASSIFICADO
084212;691;DESCLASSIFICADO
083859;691;DESCLASSIFICADO
078543;691;DESCLASSIFICADO
076842;691;DESCLASSIFICADO
074615;691;DESCLASSIFICADO
050576;691;DESCLASSIFICADO
045260;691;DESCLASSIFICADO
039591;691;DESCLASSIFICADO
039238;691;DESCLASSIFICADO
033922;691;DESCLASSIFICADO
033569;691;DESCLASSIFICADO
093823;687;DESCLASSIFICADO
086582;687;DESCLASSIFICADO
086244;687;DESCLASSIFICADO
084563;687;DESCLASSIFICADO
078556;687;DESCLASSIFICADO
076855;687;DESCLASSIFICADO
076646;687;DESCLASSIFICADO
074628;687;DESCLASSIFICADO
045273;687;DESCLASSIFICADO
033935;687;DESCLASSIFICADO
094640;686;DESCLASSIFICADO
094413;686;DESCLASSIFICADO
094349;686;DESCLASSIFICADO
093717;686;DESCLASSIFICADO
088048;686;DESCLASSIFICADO
087841;686;DESCLASSIFICADO
086138;686;DESCLASSIFICADO
086051;686;DESCLASSIFICADO
085824;686;DESCLASSIFICADO
084119;686;DESCLASSIFICADO
083805;686;DESCLASSIFICADO
078136;686;DESCLASSIFICADO
078072;686;DESCLASSIFICADO
076540;686;DESCLASSIFICADO
076226;686;DESCLASSIFICADO
074208;686;DESCLASSIFICADO
072890;686;DESCLASSIFICADO
056418;686;DESCLASSIFICADO
045167;686;DESCLASSIFICADO
045080;686;DESCLASSIFICADO
044960;686;DESCLASSIFICADO
044853;686;DESCLASSIFICADO
039291;686;DESCLASSIFICADO
039184;686;DESCLASSIFICADO
033742;686;DESCLASSIFICADO
033515;686;DESCLASSIFICADO
033207;686;DESCLASSIFICADO
028160;686;DESCLASSIFICADO
028073;686;DESCLASSIFICADO
027953;686;DESCLASSIFICADO
027846;686;DESCLASSIFICADO
027538;686;DESCLASSIFICADO
022177;686;DESCLASSIFICADO
022113;686;DESCLASSIFICADO
016508;686;DESCLASSIFICADO
016200;686;DESCLASSIFICADO
096167;685;DESCLASSIFICADO
094019;685;DESCLASSIFICADO
093810;685;DESCLASSIFICADO
088141;685;DESCLASSIFICADO
086569;685;DESCLASSIFICADO
086440;685;DESCLASSIFICADO
084550;685;DESCLASSIFICADO
076633;685;DESCLASSIFICADO
075962;685;DESCLASSIFICADO
074953;685;DESCLASSIFICADO
074824;685;DESCLASSIFICADO
072860;685;DESCLASSIFICADO
072749;685;DESCLASSIFICADO
062267;685;DESCLASSIFICADO
056598;685;DESCLASSIFICADO
050929;685;DESCLASSIFICADO
033066;685;DESCLASSIFICADO
027508;685;DESCLASSIFICADO
021839;685;DESCLASSIFICADO
016059;685;DESCLASSIFICADO
010501;685;DESCLASSIFICADO
004721;685;DESCLASSIFICADO
097752;681;DESCLASSIFICADO
096180;681;DESCLASSIFICADO
096051;681;DESCLASSIFICADO
095842;681;DESCLASSIFICADO
094161;681;DESCLASSIFICADO
094032;681;DESCLASSIFICADO
088154;681;DESCLASSIFICADO
086453;681;DESCLASSIFICADO
084434;681;DESCLASSIFICADO
084225;681;DESCLASSIFICADO
075975;681;DESCLASSIFICADO
074837;681;DESCLASSIFICADO
073956;681;DESCLASSIFICADO
062280;681;DESCLASSIFICADO
056611;681;DESCLASSIFICADO
050942;681;DESCLASSIFICADO
039604;681;DESCLASSIFICADO
094520;680;DESCLASSIFICADO
085931;680;DESCLASSIFICADO
083912;680;DESCLASSIFICADO
078243;680;DESCLASSIFICADO
076333;680;DESCLASSIFICADO
074315;680;DESCLASSIFICADO
072704;680;DESCLASSIFICADO
072656;680;DESCLASSIFICADO
066987;680;DESCLASSIFICADO
050629;680;DESCLASSIFICADO
033622;680;DESCLASSIFICADO
027352;680;DESCLASSIFICADO
027304;680;DESCLASSIFICADO
027271;680;DESCLASSIFICADO
022284;680;DESCLASSIFICADO
021683;680;DESCLASSIFICADO
021635;680;DESCLASSIFICADO
016014;680;DESCLASSIFICADO
015966;680;DESCLASSIFICADO
015933;680;DESCLASSIFICADO
010345;680;DESCLASSIFICADO
010297;680;DESCLASSIFICADO
010264;680;DESCLASSIFICADO
004676;680;DESCLASSIFICADO
004628;680;DESCLASSIFICADO
085854;679;DESCLASSIFICADO
084656;679;DESCLASSIFICADO
078166;679;DESCLASSIFICADO
077977;679;DESCLASSIFICADO
074049;679;DESCLASSIFICADO
039025;679;DESCLASSIFICADO
022018;679;DESCLASSIFICADO
072623;674;DESCLASSIFICADO
067035;674;DESCLASSIFICADO
066954;674;DESCLASSIFICADO
021602;674;DESCLASSIFICADO
004595;674;DESCLASSIFICADO
097742;673;DESCLASSIFICADO
096170;673;DESCLASSIFICADO
096041;673;DESCLASSIFICADO
095832;673;DESCLASSIFICADO
094443;673;DESCLASSIFICADO
094151;673;DESCLASSIFICADO
094022;673;DESCLASSIFICADO
093813;673;DESCLASSIFICADO
088144;673;DESCLASSIFICADO
086572;673;DESCLASSIFICADO
086443;673;DESCLASSIFICADO
086234;673;DESCLASSIFICADO
084553;673;DESCLASSIFICADO
084424;673;DESCLASSIFICADO
084215;673;DESCLASSIFICADO
083835;673;DESCLASSIFICADO
078546;673;DESCLASSIFICADO
076845;673;DESCLASSIFICADO
076636;673;DESCLASSIFICADO
076256;673;DESCLASSIFICADO
075965;673;DESCLASSIFICADO
074827;673;DESCLASSIFICADO
074618;673;DESCLASSIFICADO
074238;673;DESCLASSIFICADO
072761;673;DESCLASSIFICADO
062270;673;DESCLASSIFICADO
056601;673;DESCLASSIFICADO
050932;673;DESCLASSIFICADO
045263;673;DESCLASSIFICADO
044883;673;DESCLASSIFICADO
039594;673;DESCLASSIFICADO
039214;673;DESCLASSIFICADO
033925;673;DESCLASSIFICADO
033545;673;DESCLASSIFICADO
027876;673;DESCLASSIFICADO
027409;673;DESCLASSIFICADO
022207;673;DESCLASSIFICADO
016071;673;DESCLASSIFICADO
004733;673;DESCLASSIFICADO
097686;672;DESCLASSIFICADO
096114;672;DESCLASSIFICADO
094095;672;DESCLASSIFICADO
093966;672;DESCLASSIFICADO
088088;672;DESCLASSIFICADO
086178;672;DESCLASSIFICADO
084497;672;DESCLASSIFICADO
084159;672;DESCLASSIFICADO
078490;672;DESCLASSIFICADO
074900;672;DESCLASSIFICADO
074771;672;DESCLASSIFICADO
050876;672;DESCLASSIFICADO
045207;672;DESCLASSIFICADO
039538;672;DESCLASSIFICADO
084751;668;DESCLASSIFICADO
076162;668;DESCLASSIFICADO
074144;668;DESCLASSIFICADO
044789;668;DESCLASSIFICADO
039120;668;DESCLASSIFICADO
033451;668;DESCLASSIFICADO
027782;668;DESCLASSIFICADO
016444;668;DESCLASSIFICADO
095679;667;DESCLASSIFICADO
094467;667;DESCLASSIFICADO
094254;667;DESCLASSIFICADO
093660;667;DESCLASSIFICADO
087991;667;DESCLASSIFICADO
087927;667;DESCLASSIFICADO
086081;667;DESCLASSIFICADO
085878;667;DESCLASSIFICADO
084662;667;DESCLASSIFICADO
084062;667;DESCLASSIFICADO
078393;667;DESCLASSIFICADO
078329;667;DESCLASSIFICADO
078190;667;DESCLASSIFICADO
077983;667;DESCLASSIFICADO
076483;667;DESCLASSIFICADO
076280;667;DESCLASSIFICADO
076073;667;DESCLASSIFICADO
076067;667;DESCLASSIFICADO
074465;667;DESCLASSIFICADO
074262;667;DESCLASSIFICADO
074055;667;DESCLASSIFICADO
067092;667;DESCLASSIFICADO
067080;667;DESCLASSIFICADO
056448;667;DESCLASSIFICADO
050715;667;DESCLASSIFICADO
044907;667;DESCLASSIFICADO
039441;667;DESCLASSIFICADO
039031;667;DESCLASSIFICADO
033362;667;DESCLASSIFICADO
033356;667;DESCLASSIFICADO
033078;667;DESCLASSIFICADO
028039;667;DESCLASSIFICADO
027900;667;DESCLASSIFICADO
027687;667;DESCLASSIFICADO
027397;667;DESCLASSIFICADO
022231;667;DESCLASSIFICADO
021740;667;DESCLASSIFICADO
021728;667;DESCLASSIFICADO
