CAMPUS JACAREZINHO
CURSO: ;Direito - Noturno - 63Vagas
099708;416;DESCLASSIFICADO
090110;416;DESCLASSIFICADO
081952;416;DESCLASSIFICADO
064236;416;DESCLASSIFICADO
043000;416;DESCLASSIFICADO
037331;416;DESCLASSIFICADO
031662;416;DESCLASSIFICADO
025993;416;DESCLASSIFICADO
020324;416;DESCLASSIFICADO
080512;412;DESCLASSIFICADO
058567;412;DESCLASSIFICADO
052898;412;DESCLASSIFICADO
047229;412;DESCLASSIFICADO
041560;412;DESCLASSIFICADO
035891;412;DESCLASSIFICADO
019878;412;DESCLASSIFICADO
008540;412;DESCLASSIFICADO
002871;412;DESCLASSIFICADO
099636;408;DESCLASSIFICADO
090582;408;DESCLASSIFICADO
080440;408;DESCLASSIFICADO
070899;408;DESCLASSIFICADO
070377;408;DESCLASSIFICADO
064708;408;DESCLASSIFICADO
059039;408;DESCLASSIFICADO
053370;408;DESCLASSIFICADO
041488;408;DESCLASSIFICADO
035819;408;DESCLASSIFICADO
031216;408;DESCLASSIFICADO
025547;408;DESCLASSIFICADO
014209;408;DESCLASSIFICADO
013687;408;DESCLASSIFICADO
008018;408;DESCLASSIFICADO
002349;408;DESCLASSIFICADO
091716;404;DESCLASSIFICADO
090038;404;DESCLASSIFICADO
082118;404;DESCLASSIFICADO
058495;404;DESCLASSIFICADO
054504;404;DESCLASSIFICADO
052826;404;DESCLASSIFICADO
048835;404;DESCLASSIFICADO
047157;404;DESCLASSIFICADO
043166;404;DESCLASSIFICADO
037497;404;DESCLASSIFICADO
031828;404;DESCLASSIFICADO
026159;404;DESCLASSIFICADO
089953;400;DESCLASSIFICADO
080355;400;DESCLASSIFICADO
070581;400;DESCLASSIFICADO
064912;400;DESCLASSIFICADO
059243;400;DESCLASSIFICADO
058410;400;DESCLASSIFICADO
052741;400;DESCLASSIFICADO
047072;400;DESCLASSIFICADO
041403;400;DESCLASSIFICADO
035734;400;DESCLASSIFICADO
031394;400;DESCLASSIFICADO
030065;400;DESCLASSIFICADO
025725;400;DESCLASSIFICADO
020056;400;DESCLASSIFICADO
019560;400;DESCLASSIFICADO
013891;400;DESCLASSIFICADO
008222;400;DESCLASSIFICADO
002553;400;DESCLASSIFICADO
070708;396;DESCLASSIFICADO
066144;396;DESCLASSIFICADO
060475;396;DESCLASSIFICADO
054806;396;DESCLASSIFICADO
048669;396;DESCLASSIFICADO
043468;396;DESCLASSIFICADO
037063;396;DESCLASSIFICADO
019687;396;DESCLASSIFICADO
014387;396;DESCLASSIFICADO
014018;396;DESCLASSIFICADO
008718;396;DESCLASSIFICADO
002680;396;DESCLASSIFICADO
091986;392;DESCLASSIFICADO
082388;392;DESCLASSIFICADO
080383;392;DESCLASSIFICADO
079941;392;DESCLASSIFICADO
070722;392;DESCLASSIFICADO
065053;392;DESCLASSIFICADO
065039;392;DESCLASSIFICADO
060443;392;DESCLASSIFICADO
043436;392;DESCLASSIFICADO
042879;392;DESCLASSIFICADO
041431;392;DESCLASSIFICADO
040989;392;DESCLASSIFICADO
037210;392;DESCLASSIFICADO
035762;392;DESCLASSIFICADO
035320;392;DESCLASSIFICADO
031541;392;DESCLASSIFICADO
029651;392;DESCLASSIFICADO
025356;392;DESCLASSIFICADO
023982;392;DESCLASSIFICADO
018313;392;DESCLASSIFICADO
014534;392;DESCLASSIFICADO
014032;392;DESCLASSIFICADO
008363;392;DESCLASSIFICADO
008349;392;DESCLASSIFICADO
002694;392;DESCLASSIFICADO
089981;388;DESCLASSIFICADO
058438;388;DESCLASSIFICADO
052769;388;DESCLASSIFICADO
047100;388;DESCLASSIFICADO
030093;388;DESCLASSIFICADO
025872;388;DESCLASSIFICADO
025370;388;DESCLASSIFICADO
020203;388;DESCLASSIFICADO
019701;388;DESCLASSIFICADO
092018;384;DESCLASSIFICADO
090369;384;DESCLASSIFICADO
082420;384;DESCLASSIFICADO
064495;384;DESCLASSIFICADO
058826;384;DESCLASSIFICADO
054774;384;DESCLASSIFICADO
049137;384;DESCLASSIFICADO
049105;384;DESCLASSIFICADO
037799;384;DESCLASSIFICADO
037767;384;DESCLASSIFICADO
099967;376;DESCLASSIFICADO
096340;376;DESCLASSIFICADO
089825;376;DESCLASSIFICADO
080771;376;DESCLASSIFICADO
072206;376;DESCLASSIFICADO
070164;376;DESCLASSIFICADO
066537;376;DESCLASSIFICADO
060868;376;DESCLASSIFICADO
053157;376;DESCLASSIFICADO
049530;376;DESCLASSIFICADO
047488;376;DESCLASSIFICADO
041275;376;DESCLASSIFICADO
037069;376;DESCLASSIFICADO
031400;376;DESCLASSIFICADO
029937;376;DESCLASSIFICADO
025731;376;DESCLASSIFICADO
020062;376;DESCLASSIFICADO
014393;376;DESCLASSIFICADO
008724;376;DESCLASSIFICADO
007805;376;DESCLASSIFICADO
004178;376;DESCLASSIFICADO
002136;376;DESCLASSIFICADO
092411;372;DESCLASSIFICADO
090186;372;DESCLASSIFICADO
089980;372;DESCLASSIFICADO
086742;372;DESCLASSIFICADO
082813;372;DESCLASSIFICADO
080227;372;DESCLASSIFICADO
064312;372;DESCLASSIFICADO
058643;372;DESCLASSIFICADO
055199;372;DESCLASSIFICADO
052768;372;DESCLASSIFICADO
052632;372;DESCLASSIFICADO
052613;372;DESCLASSIFICADO
047099;372;DESCLASSIFICADO
046963;372;DESCLASSIFICADO
046944;372;DESCLASSIFICADO
041294;372;DESCLASSIFICADO
035761;372;DESCLASSIFICADO
035625;372;DESCLASSIFICADO
035606;372;DESCLASSIFICADO
030092;372;DESCLASSIFICADO
024287;372;DESCLASSIFICADO
024268;372;DESCLASSIFICADO
009847;372;DESCLASSIFICADO
099784;368;DESCLASSIFICADO
089919;368;DESCLASSIFICADO
089844;368;DESCLASSIFICADO
080588;368;DESCLASSIFICADO
080382;368;DESCLASSIFICADO
080246;368;DESCLASSIFICADO
058437;368;DESCLASSIFICADO
058376;368;DESCLASSIFICADO
052974;368;DESCLASSIFICADO
052707;368;DESCLASSIFICADO
047305;368;DESCLASSIFICADO
041636;368;DESCLASSIFICADO
041430;368;DESCLASSIFICADO
035967;368;DESCLASSIFICADO
035700;368;DESCLASSIFICADO
029956;368;DESCLASSIFICADO
014073;368;DESCLASSIFICADO
002735;368;DESCLASSIFICADO
001953;368;DESCLASSIFICADO
091767;364;DESCLASSIFICADO
082169;364;DESCLASSIFICADO
070852;364;DESCLASSIFICADO
054555;364;DESCLASSIFICADO
048886;364;DESCLASSIFICADO
043217;364;DESCLASSIFICADO
037548;364;DESCLASSIFICADO
031879;364;DESCLASSIFICADO
026210;364;DESCLASSIFICADO
025500;364;DESCLASSIFICADO
008493;364;DESCLASSIFICADO
096460;360;DESCLASSIFICADO
082062;360;DESCLASSIFICADO
072326;360;DESCLASSIFICADO
070763;360;DESCLASSIFICADO
065094;360;DESCLASSIFICADO
048779;360;DESCLASSIFICADO
043110;360;DESCLASSIFICADO
037441;360;DESCLASSIFICADO
037039;360;DESCLASSIFICADO
031772;360;DESCLASSIFICADO
031370;360;DESCLASSIFICADO
031169;360;DESCLASSIFICADO
026103;360;DESCLASSIFICADO
025411;360;DESCLASSIFICADO
019831;360;DESCLASSIFICADO
019742;360;DESCLASSIFICADO
015636;360;DESCLASSIFICADO
014162;360;DESCLASSIFICADO
008694;360;DESCLASSIFICADO
008404;360;DESCLASSIFICADO
002824;360;DESCLASSIFICADO
081918;356;DESCLASSIFICADO
080321;356;DESCLASSIFICADO
048635;356;DESCLASSIFICADO
047038;356;DESCLASSIFICADO
042966;356;DESCLASSIFICADO
041369;356;DESCLASSIFICADO
037297;356;DESCLASSIFICADO
031628;356;DESCLASSIFICADO
030031;356;DESCLASSIFICADO
096423;352;DESCLASSIFICADO
092531;352;DESCLASSIFICADO
092494;352;DESCLASSIFICADO
086825;352;DESCLASSIFICADO
072289;352;DESCLASSIFICADO
066657;352;DESCLASSIFICADO
066620;352;DESCLASSIFICADO
060988;352;DESCLASSIFICADO
060951;352;DESCLASSIFICADO
055319;352;DESCLASSIFICADO
055282;352;DESCLASSIFICADO
037099;352;DESCLASSIFICADO
031430;352;DESCLASSIFICADO
015599;352;DESCLASSIFICADO
014423;352;DESCLASSIFICADO
009967;352;DESCLASSIFICADO
009930;352;DESCLASSIFICADO
004298;352;DESCLASSIFICADO
004261;352;DESCLASSIFICADO
096230;348;DESCLASSIFICADO
092301;348;DESCLASSIFICADO
089965;348;DESCLASSIFICADO
086632;348;DESCLASSIFICADO
082703;348;DESCLASSIFICADO
080367;348;DESCLASSIFICADO
072096;348;DESCLASSIFICADO
066427;348;DESCLASSIFICADO
064318;348;DESCLASSIFICADO
060758;348;DESCLASSIFICADO
058649;348;DESCLASSIFICADO
055089;348;DESCLASSIFICADO
049420;348;DESCLASSIFICADO
041415;348;DESCLASSIFICADO
035973;348;DESCLASSIFICADO
025959;348;DESCLASSIFICADO
025701;348;DESCLASSIFICADO
020290;348;DESCLASSIFICADO
020032;348;DESCLASSIFICADO
014363;348;DESCLASSIFICADO
009737;348;DESCLASSIFICADO
004068;348;DESCLASSIFICADO
001959;348;DESCLASSIFICADO
099837;344;DESCLASSIFICADO
080641;344;DESCLASSIFICADO
064365;344;DESCLASSIFICADO
053027;344;DESCLASSIFICADO
090611;340;DESCLASSIFICADO
064737;340;DESCLASSIFICADO
059068;340;DESCLASSIFICADO
058422;340;DESCLASSIFICADO
053399;340;DESCLASSIFICADO
052753;340;DESCLASSIFICADO
047084;340;DESCLASSIFICADO
043045;340;DESCLASSIFICADO
037376;340;DESCLASSIFICADO
035746;340;DESCLASSIFICADO
030077;340;DESCLASSIFICADO
026038;340;DESCLASSIFICADO
025761;340;DESCLASSIFICADO
020092;340;DESCLASSIFICADO
013716;340;DESCLASSIFICADO
008047;340;DESCLASSIFICADO
002378;340;DESCLASSIFICADO
090239;336;DESCLASSIFICADO
081997;336;DESCLASSIFICADO
070406;336;DESCLASSIFICADO
070034;336;DESCLASSIFICADO
064704;336;DESCLASSIFICADO
059262;336;DESCLASSIFICADO
058696;336;DESCLASSIFICADO
048714;336;DESCLASSIFICADO
047358;336;DESCLASSIFICADO
041689;336;DESCLASSIFICADO
031707;336;DESCLASSIFICADO
020369;336;DESCLASSIFICADO
013910;336;DESCLASSIFICADO
013683;336;DESCLASSIFICADO
008241;336;DESCLASSIFICADO
002572;336;DESCLASSIFICADO
002006;336;DESCLASSIFICADO
099790;332;DESCLASSIFICADO
092163;332;DESCLASSIFICADO
090192;332;DESCLASSIFICADO
080594;332;DESCLASSIFICADO
071958;332;DESCLASSIFICADO
070965;332;DESCLASSIFICADO
070600;332;DESCLASSIFICADO
070582;332;DESCLASSIFICADO
064931;332;DESCLASSIFICADO
064913;332;DESCLASSIFICADO
060620;332;DESCLASSIFICADO
059244;332;DESCLASSIFICADO
058478;332;DESCLASSIFICADO
052980;332;DESCLASSIFICADO
047311;332;DESCLASSIFICADO
043613;332;DESCLASSIFICADO
041642;332;DESCLASSIFICADO
035802;332;DESCLASSIFICADO
031282;332;DESCLASSIFICADO
030133;332;DESCLASSIFICADO
025613;332;DESCLASSIFICADO
025549;332;DESCLASSIFICADO
019880;332;DESCLASSIFICADO
019579;332;DESCLASSIFICADO
019561;332;DESCLASSIFICADO
014275;332;DESCLASSIFICADO
014211;332;DESCLASSIFICADO
003930;332;DESCLASSIFICADO
002554;332;DESCLASSIFICADO
090578;328;DESCLASSIFICADO
082565;328;DESCLASSIFICADO
079968;328;DESCLASSIFICADO
070901;328;DESCLASSIFICADO
070373;328;DESCLASSIFICADO
066289;328;DESCLASSIFICADO
059035;328;DESCLASSIFICADO
054951;328;DESCLASSIFICADO
053366;328;DESCLASSIFICADO
049282;328;DESCLASSIFICADO
031218;328;DESCLASSIFICADO
029678;328;DESCLASSIFICADO
024009;328;DESCLASSIFICADO
019944;328;DESCLASSIFICADO
018340;328;DESCLASSIFICADO
013892;328;DESCLASSIFICADO
008606;328;DESCLASSIFICADO
008542;328;DESCLASSIFICADO
008223;328;DESCLASSIFICADO
008014;328;DESCLASSIFICADO
002873;328;DESCLASSIFICADO
002345;328;DESCLASSIFICADO
099619;320;DESCLASSIFICADO
091775;320;DESCLASSIFICADO
090021;320;DESCLASSIFICADO
082177;320;DESCLASSIFICADO
080423;320;DESCLASSIFICADO
070990;320;DESCLASSIFICADO
054563;320;DESCLASSIFICADO
052809;320;DESCLASSIFICADO
048894;320;DESCLASSIFICADO
047140;320;DESCLASSIFICADO
043225;320;DESCLASSIFICADO
041471;320;DESCLASSIFICADO
036976;320;DESCLASSIFICADO
031887;320;DESCLASSIFICADO
031307;320;DESCLASSIFICADO
026218;320;DESCLASSIFICADO
025638;320;DESCLASSIFICADO
019969;320;DESCLASSIFICADO
014300;320;DESCLASSIFICADO
008631;320;DESCLASSIFICADO
081905;316;DESCLASSIFICADO
042920;316;DESCLASSIFICADO
041016;316;DESCLASSIFICADO
037556;316;DESCLASSIFICADO
035347;316;DESCLASSIFICADO
031615;316;DESCLASSIFICADO
031582;316;DESCLASSIFICADO
020244;316;DESCLASSIFICADO
096384;312;DESCLASSIFICADO
096249;312;DESCLASSIFICADO
092455;312;DESCLASSIFICADO
086786;312;DESCLASSIFICADO
082722;312;DESCLASSIFICADO
081872;312;DESCLASSIFICADO
072250;312;DESCLASSIFICADO
066581;312;DESCLASSIFICADO
060912;312;DESCLASSIFICADO
060777;312;DESCLASSIFICADO
055243;312;DESCLASSIFICADO
055108;312;DESCLASSIFICADO
049574;312;DESCLASSIFICADO
048622;312;DESCLASSIFICADO
042953;312;DESCLASSIFICADO
037284;312;DESCLASSIFICADO
037251;312;DESCLASSIFICADO
025946;312;DESCLASSIFICADO
025913;312;DESCLASSIFICADO
020277;312;DESCLASSIFICADO
015560;312;DESCLASSIFICADO
009891;312;DESCLASSIFICADO
004222;312;DESCLASSIFICADO
004087;312;DESCLASSIFICADO
092320;308;DESCLASSIFICADO
086651;308;DESCLASSIFICADO
072115;308;DESCLASSIFICADO
066446;308;DESCLASSIFICADO
049439;308;DESCLASSIFICADO
009756;308;DESCLASSIFICADO
080130;304;DESCLASSIFICADO
041178;304;DESCLASSIFICADO
029840;304;DESCLASSIFICADO
046847;300;DESCLASSIFICADO
035509;300;DESCLASSIFICADO
024171;300;DESCLASSIFICADO
090734;296;DESCLASSIFICADO
064860;296;DESCLASSIFICADO
013839;296;DESCLASSIFICADO
008170;296;DESCLASSIFICADO
002501;296;DESCLASSIFICADO
070529;292;DESCLASSIFICADO
059191;292;DESCLASSIFICADO
035307;292;DESCLASSIFICADO
019508;292;DESCLASSIFICADO
018300;292;DESCLASSIFICADO
012631;292;DESCLASSIFICADO
079928;284;DESCLASSIFICADO
040976;284;DESCLASSIFICADO
029638;284;DESCLASSIFICADO
023969;284;DESCLASSIFICADO
037090;280;DESCLASSIFICADO
031421;280;DESCLASSIFICADO
025752;280;DESCLASSIFICADO
020083;280;DESCLASSIFICADO
014414;280;DESCLASSIFICADO
020087;272;DESCLASSIFICADO
037094;268;DESCLASSIFICADO
031425;268;DESCLASSIFICADO
025756;268;DESCLASSIFICADO
014418;268;DESCLASSIFICADO
042817;264;DESCLASSIFICADO
037148;264;DESCLASSIFICADO
031479;264;DESCLASSIFICADO
025810;264;DESCLASSIFICADO
020141;264;DESCLASSIFICADO
014472;264;DESCLASSIFICADO
082031;260;DESCLASSIFICADO
048748;260;DESCLASSIFICADO
037116;260;DESCLASSIFICADO
031741;260;DESCLASSIFICADO
031447;260;DESCLASSIFICADO
025778;260;DESCLASSIFICADO
020109;260;DESCLASSIFICADO
099627;256;DESCLASSIFICADO
080431;256;DESCLASSIFICADO
052817;256;DESCLASSIFICADO
042785;256;DESCLASSIFICADO
014440;256;DESCLASSIFICADO
090029;252;DESCLASSIFICADO
081958;252;DESCLASSIFICADO
058486;252;DESCLASSIFICADO
048675;252;DESCLASSIFICADO
047148;252;DESCLASSIFICADO
043006;252;DESCLASSIFICADO
041479;252;DESCLASSIFICADO
037337;252;DESCLASSIFICADO
035810;252;DESCLASSIFICADO
031668;252;DESCLASSIFICADO
025999;252;DESCLASSIFICADO
020330;252;DESCLASSIFICADO
043079;240;DESCLASSIFICADO
037410;240;DESCLASSIFICADO
026072;240;DESCLASSIFICADO
020403;240;DESCLASSIFICADO
082002;204;DESCLASSIFICADO
048719;204;DESCLASSIFICADO
037381;204;DESCLASSIFICADO
031712;204;DESCLASSIFICADO
026043;204;DESCLASSIFICADO
020374;204;DESCLASSIFICADO
043050;200;DESCLASSIFICADO
042799;196;DESCLASSIFICADO
037130;180;DESCLASSIFICADO
031461;180;DESCLASSIFICADO
025792;180;DESCLASSIFICADO
020123;180;DESCLASSIFICADO
014454;180;DESCLASSIFICADO
091975;168;DESCLASSIFICADO
082377;168;DESCLASSIFICADO
060432;168;DESCLASSIFICADO
054763;168;DESCLASSIFICADO
049094;168;DESCLASSIFICADO
043425;168;DESCLASSIFICADO
037756;168;DESCLASSIFICADO
042798;152;DESCLASSIFICADO
037129;152;DESCLASSIFICADO
031460;152;DESCLASSIFICADO
025791;152;DESCLASSIFICADO
020122;148;DESCLASSIFICADO
014453;148;DESCLASSIFICADO
049464;0;DESCLASSIFICADO
066472;0;DESCLASSIFICADO
013770;0;DESCLASSIFICADO
086677;0;DESCLASSIFICADO
035690;0;DESCLASSIFICADO
089909;0;DESCLASSIFICADO
090665;0;DESCLASSIFICADO
060796;0;DESCLASSIFICADO
086684;0;DESCLASSIFICADO
004134;0;DESCLASSIFICADO
043456;0;DESCLASSIFICADO
070672;0;DESCLASSIFICADO
099841;0;DESCLASSIFICADO
053031;0;DESCLASSIFICADO
070578;0;DESCLASSIFICADO
092346;0;DESCLASSIFICADO
009782;0;DESCLASSIFICADO
020104;0;DESCLASSIFICADO
030021;0;DESCLASSIFICADO
030070;0;DESCLASSIFICADO
047362;0;DESCLASSIFICADO
059122;0;DESCLASSIFICADO
070038;0;DESCLASSIFICADO
099700;0;DESCLASSIFICADO
024242;0;DESCLASSIFICADO
066132;0;DESCLASSIFICADO
092345;0;DESCLASSIFICADO
096616;0;DESCLASSIFICADO
004106;0;DESCLASSIFICADO
015679;0;DESCLASSIFICADO
066471;0;DESCLASSIFICADO
096275;0;DESCLASSIFICADO
015792;0;DESCLASSIFICADO
041408;0;DESCLASSIFICADO
072141;0;DESCLASSIFICADO
082748;0;DESCLASSIFICADO
089799;0;DESCLASSIFICADO
092574;0;DESCLASSIFICADO
002432;0;DESCLASSIFICADO
008101;0;DESCLASSIFICADO
010010;0;DESCLASSIFICADO
025773;0;DESCLASSIFICADO
047028;0;DESCLASSIFICADO
066493;0;DESCLASSIFICADO
072140;0;DESCLASSIFICADO
002550;0;DESCLASSIFICADO
009781;0;DESCLASSIFICADO
009789;0;DESCLASSIFICADO
029911;0;DESCLASSIFICADO
047077;0;DESCLASSIFICADO
052697;0;DESCLASSIFICADO
072134;0;DESCLASSIFICADO
080504;0;DESCLASSIFICADO
080645;0;DESCLASSIFICADO
090102;0;DESCLASSIFICADO
010123;0;DESCLASSIFICADO
014435;0;DESCLASSIFICADO
035883;0;DESCLASSIFICADO
041552;0;DESCLASSIFICADO
049486;0;DESCLASSIFICADO
053453;0;DESCLASSIFICADO
055362;0;DESCLASSIFICADO
060463;0;DESCLASSIFICADO
060824;0;DESCLASSIFICADO
064369;0;DESCLASSIFICADO
070460;0;DESCLASSIFICADO
072162;0;DESCLASSIFICADO
082741;0;DESCLASSIFICADO
089958;0;DESCLASSIFICADO
096274;0;DESCLASSIFICADO
096282;0;DESCLASSIFICADO
004113;0;DESCLASSIFICADO
004454;0;DESCLASSIFICADO
021461;0;DESCLASSIFICADO
025320;0;DESCLASSIFICADO
037111;0;DESCLASSIFICADO
047221;0;DESCLASSIFICADO
049458;0;DESCLASSIFICADO
058700;0;DESCLASSIFICADO
059240;0;DESCLASSIFICADO
060802;0;DESCLASSIFICADO
066700;0;DESCLASSIFICADO
082747;0;DESCLASSIFICADO
082755;0;DESCLASSIFICADO
092006;0;DESCLASSIFICADO
092353;0;DESCLASSIFICADO
004341;0;DESCLASSIFICADO
019557;0;DESCLASSIFICADO
035739;0;DESCLASSIFICADO
052746;0;DESCLASSIFICADO
052890;0;DESCLASSIFICADO
059334;0;DESCLASSIFICADO
072482;0;DESCLASSIFICADO
080201;0;DESCLASSIFICADO
080360;0;DESCLASSIFICADO
082769;0;DESCLASSIFICADO
092339;0;DESCLASSIFICADO
004112;0;DESCLASSIFICADO
008313;0;DESCLASSIFICADO
013888;0;DESCLASSIFICADO
013982;0;DESCLASSIFICADO
035580;0;DESCLASSIFICADO
055127;0;DESCLASSIFICADO
055155;0;DESCLASSIFICADO
058366;0;DESCLASSIFICADO
058559;0;DESCLASSIFICADO
082408;0;DESCLASSIFICADO
086676;0;DESCLASSIFICADO
086698;0;DESCLASSIFICADO
096296;0;DESCLASSIFICADO
096503;0;DESCLASSIFICADO
002010;0;DESCLASSIFICADO
002644;0;DESCLASSIFICADO
004120;0;DESCLASSIFICADO
009775;0;DESCLASSIFICADO
037787;0;DESCLASSIFICADO
041359;0;DESCLASSIFICADO
041693;0;DESCLASSIFICADO
046918;0;DESCLASSIFICADO
049465;0;DESCLASSIFICADO
052587;0;DESCLASSIFICADO
054794;0;DESCLASSIFICADO
060810;0;DESCLASSIFICADO
064228;0;DESCLASSIFICADO
064909;0;DESCLASSIFICADO
065003;0;DESCLASSIFICADO
066465;0;DESCLASSIFICADO
066813;0;DESCLASSIFICADO
072148;0;DESCLASSIFICADO
086670;0;DESCLASSIFICADO
090243;0;DESCLASSIFICADO
092367;0;DESCLASSIFICADO
096268;0;DESCLASSIFICADO
008219;0;DESCLASSIFICADO
009803;0;DESCLASSIFICADO
019651;0;DESCLASSIFICADO
031442;0;DESCLASSIFICADO
041249;0;DESCLASSIFICADO
049125;0;DESCLASSIFICADO
049472;0;DESCLASSIFICADO
055133;0;DESCLASSIFICADO
055134;0;DESCLASSIFICADO
055141;0;DESCLASSIFICADO
058415;0;DESCLASSIFICADO
060803;0;DESCLASSIFICADO
061031;0;DESCLASSIFICADO
061144;0;DESCLASSIFICADO
064791;0;DESCLASSIFICADO
066479;0;DESCLASSIFICADO
072369;0;DESCLASSIFICADO
080311;0;DESCLASSIFICADO

CURSO: ;História  - Vespertino - 20 Vagas
IDENTIFICACAO;PONTUACAO;CLASSIFICACAO
081935;845;DESCLASSIFICADO
042983;845;DESCLASSIFICADO
037314;845;DESCLASSIFICADO
025976;845;DESCLASSIFICADO
054478;840;DESCLASSIFICADO
043140;840;DESCLASSIFICADO
037471;840;DESCLASSIFICADO
031802;840;DESCLASSIFICADO
026133;840;DESCLASSIFICADO
048709;835;DESCLASSIFICADO
043040;835;DESCLASSIFICADO
026033;835;DESCLASSIFICADO
020364;835;DESCLASSIFICADO
048652;830;DESCLASSIFICADO
031645;830;DESCLASSIFICADO
020307;830;DESCLASSIFICADO
082092;825;DESCLASSIFICADO
081992;825;DESCLASSIFICADO
048809;825;DESCLASSIFICADO
037371;825;DESCLASSIFICADO
031702;825;DESCLASSIFICADO
092069;790;DESCLASSIFICADO
066195;790;DESCLASSIFICADO
060526;790;DESCLASSIFICADO
099933;785;DESCLASSIFICADO
080737;785;DESCLASSIFICADO
080334;785;DESCLASSIFICADO
058389;785;DESCLASSIFICADO
052720;785;DESCLASSIFICADO
041785;785;DESCLASSIFICADO
041382;785;DESCLASSIFICADO
002102;785;DESCLASSIFICADO
082471;780;DESCLASSIFICADO
054857;780;DESCLASSIFICADO
049188;780;DESCLASSIFICADO
043519;780;DESCLASSIFICADO
037850;780;DESCLASSIFICADO
089932;775;DESCLASSIFICADO
047051;775;DESCLASSIFICADO
046781;775;DESCLASSIFICADO
041112;775;DESCLASSIFICADO
035713;775;DESCLASSIFICADO
030044;775;DESCLASSIFICADO
024105;775;DESCLASSIFICADO
018436;775;DESCLASSIFICADO
080064;770;DESCLASSIFICADO
035443;770;DESCLASSIFICADO
029774;770;DESCLASSIFICADO
090335;765;DESCLASSIFICADO
070130;765;DESCLASSIFICADO
064974;765;DESCLASSIFICADO
064461;765;DESCLASSIFICADO
058792;765;DESCLASSIFICADO
053123;765;DESCLASSIFICADO
047454;765;DESCLASSIFICADO
025291;765;DESCLASSIFICADO
019622;765;DESCLASSIFICADO
007771;765;DESCLASSIFICADO
002615;765;DESCLASSIFICADO
091746;760;DESCLASSIFICADO
090170;760;DESCLASSIFICADO
082148;760;DESCLASSIFICADO
064296;760;DESCLASSIFICADO
058627;760;DESCLASSIFICADO
054534;760;DESCLASSIFICADO
052958;760;DESCLASSIFICADO
048865;760;DESCLASSIFICADO
043196;760;DESCLASSIFICADO
041620;760;DESCLASSIFICADO
037527;760;DESCLASSIFICADO
035951;760;DESCLASSIFICADO
031858;760;DESCLASSIFICADO
026189;760;DESCLASSIFICADO
001937;760;DESCLASSIFICADO
070643;755;DESCLASSIFICADO
059305;755;DESCLASSIFICADO
013953;755;DESCLASSIFICADO
008284;755;DESCLASSIFICADO
099768;750;DESCLASSIFICADO
080572;750;DESCLASSIFICADO
047289;750;DESCLASSIFICADO
064654;740;DESCLASSIFICADO
053316;740;DESCLASSIFICADO
047647;740;DESCLASSIFICADO
013633;740;DESCLASSIFICADO
090528;735;DESCLASSIFICADO
081901;735;DESCLASSIFICADO
070323;735;DESCLASSIFICADO
058985;735;DESCLASSIFICADO
037280;735;DESCLASSIFICADO
025942;735;DESCLASSIFICADO
020273;735;DESCLASSIFICADO
007964;735;DESCLASSIFICADO
002295;735;DESCLASSIFICADO
082079;725;DESCLASSIFICADO
054465;725;DESCLASSIFICADO
048796;725;DESCLASSIFICADO
043127;725;DESCLASSIFICADO
042949;725;DESCLASSIFICADO
037458;725;DESCLASSIFICADO
031789;725;DESCLASSIFICADO
031611;725;DESCLASSIFICADO
026120;725;DESCLASSIFICADO
014360;725;DESCLASSIFICADO
081853;720;DESCLASSIFICADO
042901;720;DESCLASSIFICADO
037232;720;DESCLASSIFICADO
031563;720;DESCLASSIFICADO
025894;720;DESCLASSIFICADO
020225;720;DESCLASSIFICADO
014556;720;DESCLASSIFICADO
086767;715;DESCLASSIFICADO
072231;715;DESCLASSIFICADO
070810;715;DESCLASSIFICADO
064910;715;DESCLASSIFICADO
060893;715;DESCLASSIFICADO
059241;715;DESCLASSIFICADO
055224;715;DESCLASSIFICADO
049555;715;DESCLASSIFICADO
037036;715;DESCLASSIFICADO
031367;715;DESCLASSIFICADO
031127;715;DESCLASSIFICADO
025698;715;DESCLASSIFICADO
025458;715;DESCLASSIFICADO
020029;715;DESCLASSIFICADO
019789;715;DESCLASSIFICADO
014120;715;DESCLASSIFICADO
013889;715;DESCLASSIFICADO
008691;715;DESCLASSIFICADO
008451;715;DESCLASSIFICADO
002782;715;DESCLASSIFICADO
092289;710;DESCLASSIFICADO
082691;710;DESCLASSIFICADO
072084;710;DESCLASSIFICADO
060746;710;DESCLASSIFICADO
055077;710;DESCLASSIFICADO
043739;710;DESCLASSIFICADO
020043;710;DESCLASSIFICADO
014374;710;DESCLASSIFICADO
004056;710;DESCLASSIFICADO
090718;705;DESCLASSIFICADO
070513;705;DESCLASSIFICADO
065141;705;DESCLASSIFICADO
064844;705;DESCLASSIFICADO
059175;705;DESCLASSIFICADO
019492;705;DESCLASSIFICADO
013823;705;DESCLASSIFICADO
008154;705;DESCLASSIFICADO
002485;705;DESCLASSIFICADO
096365;700;DESCLASSIFICADO
092436;700;DESCLASSIFICADO
090584;700;DESCLASSIFICADO
070579;700;DESCLASSIFICADO
070379;700;DESCLASSIFICADO
066562;700;DESCLASSIFICADO
053372;700;DESCLASSIFICADO
037050;700;DESCLASSIFICADO
031381;700;DESCLASSIFICADO
025712;700;DESCLASSIFICADO
019558;700;DESCLASSIFICADO
013689;700;DESCLASSIFICADO
009872;700;DESCLASSIFICADO
